,oe_test_hinic,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/kernel/oe_test_hinic/2023-05-25-17_08_46.log,x86 fail
,oe_test_io_sched,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/kernel/oe_test_io_sched/2023-05-25-17_07_36.log,x86 fail
,oe_test_swap_compress,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/kernel/oe_test_swap_compress/2023-05-25-17_11_12.log,x86 fail
kmod,oe_test_depmod,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/kmod/oe_test_depmod/2023-05-25-17_02_28.log,x86 fail
,oe_test_insmod-lsmod,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/kmod/oe_test_insmod-lsmod/2023-05-25-17_03_47.log,x86 fail
,oe_test_modinfo,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/kmod/oe_test_modinfo/2023-05-25-17_04_39.log,x86 fail
,oe_test_modprobe,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/kmod/oe_test_modprobe/2023-05-25-17_05_03.log,x86 fail
lvm2,oe_test_lvm2_pvchange_001,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/lvm2/oe_test_lvm2_pvchange_001/2023-05-25-17_50_26.log,x86 fail
,oe_test_lvm2_pvcreate_001,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/lvm2/oe_test_lvm2_pvcreate_001/2023-05-25-17_41_15.log,x86 fail
,oe_test_lvm2_pvcreate_002,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/lvm2/oe_test_lvm2_pvcreate_002/2023-05-25-17_38_17.log,x86 fail
,oe_test_lvm2_pvdisplay_001,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/lvm2/oe_test_lvm2_pvdisplay_001/2023-05-25-17_47_58.log,x86 fail
,oe_test_lvm2_pvdisplay_002,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/lvm2/oe_test_lvm2_pvdisplay_002/2023-05-25-17_44_50.log,x86 fail
,oe_test_lvm2_pvmove_001,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/lvm2/oe_test_lvm2_pvmove_001/2023-05-25-17_42_15.log,x86 fail
,oe_test_lvm2_pvmove_002,x86 fail,https://github.com/KotorinMinami/res_list/tree/master/mugen-riscv/logs/lvm2/oe_test_lvm2_pvmove_002/2023-05-25-17_49_01.log,x86 fail
